2024-08-07 11:14:05 [scrapy.utils.log] INFO: Scrapy 2.11.2 started (bot: spiders)
2024-08-07 11:14:05 [scrapy.utils.log] INFO: Versions: lxml 4.8.0.0, libxml2 2.9.13, cssselect 1.2.0, parsel 1.9.1, w3lib 2.2.1, Twisted 24.3.0, Python 3.10.12 (main, Mar 22 2024, 16:50:05) [GCC 11.4.0], pyOpenSSL 24.2.1 (OpenSSL 3.3.1 4 Jun 2024), cryptography 43.0.0, Platform Linux-5.15.0-116-generic-x86_64-with-glibc2.35
2024-08-07 11:14:05 [scrapy.addons] INFO: Enabled addons:
[]
2024-08-07 11:14:05 [asyncio] DEBUG: Using selector: EpollSelector
2024-08-07 11:14:05 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.asyncioreactor.AsyncioSelectorReactor
2024-08-07 11:14:05 [scrapy.utils.log] DEBUG: Using asyncio event loop: asyncio.unix_events._UnixSelectorEventLoop
2024-08-07 11:14:05 [scrapy.extensions.telnet] INFO: Telnet Password: 2b8381bccd22b09c
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.feedexport.FeedExporter',
 'scrapy.extensions.logstats.LogStats']
2024-08-07 11:14:05 [scrapy.crawler] INFO: Overridden settings:
{'BOT_NAME': 'spiders',
 'FEED_EXPORT_ENCODING': 'utf-8',
 'FEED_EXPORT_FIELDS': ['URL страницы',
                        'Заголовок',
                        'Артикул/SKU',
                        'Цена',
                        'Наличие',
                        'Вес',
                        'Картинки',
                        'Категории'],
 'LOG_FILE': 'files/temp/scrapy_output_1.log',
 'NEWSPIDER_MODULE': 'spiders.spiders',
 'REQUEST_FINGERPRINTER_IMPLEMENTATION': '2.7',
 'ROBOTSTXT_OBEY': True,
 'SPIDER_MODULES': ['spiders.spiders'],
 'TWISTED_REACTOR': 'twisted.internet.asyncioreactor.AsyncioSelectorReactor'}
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2024-08-07 11:14:05 [scrapy.core.engine] INFO: Spider opened
2024-08-07 11:14:05 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-FREIER-DURCHGANG/040030001214>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-FREIER-DURCHGANG/040030001214', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp1/2" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030001214\n                        '], 'Цена': ['\n                    Katalogpreis: 21,88\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-RED.-DURCHGANG/040030003404>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-RED.-DURCHGANG/040030003404', 'Заголовок': ['\n                    1-TLG. KUGELHAHN IG-IG Rp3/4" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030003404\n                        '], 'Цена': ['\n                    Katalogpreis: 17,71\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] INFO: Closing spider (finished)
2024-08-07 11:14:07 [scrapy.extensions.feedexport] INFO: Stored csv feed (24 items) in: files/raw/output_1.csv
2024-08-07 11:14:07 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 22544,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 26,
 'downloader/response_bytes': 725479,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 25,
 'downloader/response_status_count/404': 1,
 'elapsed_time_seconds': 2.416994,
 'feedexport/success_count/FileFeedStorage': 1,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 8, 7, 8, 14, 7, 788093, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 5241875,
 'httpcompression/response_count': 26,
 'item_scraped_count': 24,
 'log_count/DEBUG': 201,
 'log_count/ERROR': 1,
 'log_count/INFO': 11,
 'memusage/max': 66498560,
 'memusage/startup': 66498560,
 'request_depth_max': 1,
 'response_received_count': 26,
 'robotstxt/request_count': 1,
 'robotstxt/response_count': 1,
 'robotstxt/response_status_count/404': 1,
 'scheduler/dequeued': 25,
 'scheduler/dequeued/memory': 25,
 'scheduler/enqueued': 25,
 'scheduler/enqueued/memory': 25,
 'spider_exceptions/TypeError': 1,
 'start_time': datetime.datetime(2024, 8, 7, 8, 14, 5, 371099, tzinfo=datetime.timezone.utc)}
2024-08-07 11:14:07 [scrapy.core.engine] INFO: Spider closed (finished)
